"","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QDEB2"
"165",NA,3,1,2,1,1,2,1,15,"15","1",3,6,"1",0,2,2,0,4,1,2,3,2,1,2,3,28,0,2,1,"3",2,2,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",7,0,"1","4",1,500
"167",NA,1,1,1,0,1,2,1,2,"4","1",1,1,"1",0,2,1,0,2,1,1,2,1,1,2,3,18,0,2,1,"2",1,2,2,5,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",9,0,"1","2",1,600
"169",NA,1,1,2,0,1,2,1,7,"1","1",2,2,"1",0,2,2,0,1,1,1,4,2,1,2,3,39,0,2,1,"2",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,0,"1","4",1,750
"171",NA,2,1,2,0,1,2,1,15,"1","1",2,2,"1",0,2,2,0,1,1,1,3,2,2,1,2,41,0,2,2,"3",2,2,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"1","4",6,800
"175",NA,1,1,2,0,1,1,1,20,"20","1",1,1,"1",0,3,2,0,7,1,2,5,2,2,2,3,43,1,2,1,"2",2,2,2,5,13,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",9,0,"1","1",1,900
"176",NA,1,1,2,0,1,2,1,20,"13","1",1,1,"1",0,3,1,0,6,1,4,2,1,1,2,3,28,0,2,1,"2",1,2,2,1,15,"Missing",1,"1","1","1",2,"2","1",9,4,4,2,"Missing",9,0,"1","2",1,1000
"178",NA,1,1,2,2,1,2,1,15,"19","1",1,1,"1",0,2,3,0,2,1,3,5,2,2,2,3,37,0,2,1,"5",2,2,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",9,4,4,2,"Missing",9,4,"1","4",1,1000
"179",NA,1,2,2,1,1,2,1,4,"4","1",1,1,"1",0,2,2,0,3,1,1,0,2,2,1,3,38,0,2,1,"2",2,2,2,5,18,"Missing",2,"1","2","2",1,"Missing","Missing",9,4,4,2,"Missing",13,0,"1","4",1,1000
"180",NA,1,1,2,1,1,2,1,1,"1","1",1,1,"1",1,2,2,0,2,1,1,5,2,1,2,3,36,2,2,2,"3",1,2,2,5,16,"Missing",2,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",18,0,"1","4",1,1000
"181",NA,1,1,2,3,1,1,1,2,"Missing","Missing",1,1,"Missing",0,5,4,1,1,1,1,4,2,1,2,3,34,3,2,2,"6",2,2,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,2,"1","4",1,1000
"182",NA,2,1,2,1,1,2,1,15,"1","1",2,2,"1",0,2,3,0,2,1,1,4,2,1,1,3,37,3,2,2,"3",1,1,2,5,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,2,"1","4",1,1000
"183",NA,1,1,2,1,1,2,1,8,"Missing","Missing",1,1,"Missing",0,1,2,1,3,1,2,3,2,1,1,3,27,1,1,3,"3",1,2,2,5,11,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"1","5",1,1000
"184",NA,2,1,2,1,1,2,1,15,"9","1",2,2,"1",0,2,2,0,1,1,1,5,2,2,1,3,32,6,2,3,"2",2,2,2,5,11,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","7",1,1000
"188",NA,2,1,2,0,1,2,1,6,"4","1",2,2,"1",0,2,2,0,2,1,1,5,2,1,2,3,32,3,2,4,"3",1,1,2,5,15,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,4,"1","4",1,1500
"189",NA,2,1,2,0,1,6,1,20,"15","2",1,1,"2",0,2,2,0,6,7,1,4,2,2,2,3,41,0,1,1,"Missing",2,2,1,5,15,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","4",1,1500
"191",NA,1,1,2,1,1,1,1,8,"16","1",1,1,"1",0,2,2,0,4,1,1,4,2,1,1,2,39,1,2,1,"2",2,1,2,5,20,"Missing",2,"1","2","2",1,"Missing","Missing",9,4,4,2,"Missing",16,2,"1","5",2,1500
"192",NA,1,1,2,1,1,2,1,7,"4","1",1,1,"1",0,2,2,0,2,1,2,4,2,2,2,3,33,2,2,3,"3",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","7",1,1500
"193",NA,1,1,2,1,1,2,1,6,"4","1",2,2,"1",0,2,3,0,1,1,1,4,2,1,2,3,35,9,2,3,"2",1,2,2,5,14,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","2",1,1700
"194",NA,1,1,2,0,1,2,1,4,"Missing","Missing",1,1,"Missing",0,1,2,1,2,7,1,3,2,2,2,3,46,7,1,3,"5",2,2,2,5,18,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",11,0,"1","7",1,1900
"195",NA,2,1,2,1,1,2,1,20,"20","1",2,2,"1",0,2,3,0,5,1,4,4,2,1,1,3,26,0,2,1,"3",2,2,2,1,9,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",6,4,"1","1",5,2000
"197",NA,2,1,2,1,1,1,1,20,"20","1",2,2,"1",0,2,2,0,2,1,1,4,2,2,1,3,36,0,2,1,"6",2,2,2,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",7,0,"2","4",1,2000
"198",NA,1,1,1,0,1,7,1,1,"1","1",1,1,"1",0,2,1,0,1,1,1,4,2,1,1,3,34,0,2,1,"4",2,2,2,5,15,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",15,1,"1","4",1,2000
"201",NA,2,1,2,0,1,1,1,5,"Missing","Missing",2,2,"Missing",0,6,1,1,2,1,1,4,2,1,2,3,31,2,2,3,"3",1,2,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,0,"1","4",1,2800
"205",NA,1,1,2,1,1,2,1,2,"15","2",1,1,"2",0,2,2,0,4,1,1,5,2,2,2,3,46,0,2,1,"3",2,1,2,5,11,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"1","4",1,3000
"206",NA,1,1,1,0,1,1,1,2,"15","1",1,1,"1",0,2,2,0,2,1,2,5,2,1,2,3,35,1,2,3,"5",2,2,2,5,11,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,NA,"Missing",11,0,"1","4",1,3000
"207",NA,1,2,2,0,1,2,1,2,"Missing","Missing",1,1,"Missing",0,4,1,1,2,8,2,2,1,1,1,3,24,NA,2,3,"2",1,2,2,5,9,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",15,2,"1","4",1,3000
"208",NA,1,1,2,1,1,2,2,7,"15","1",1,1,"1",0,2,2,0,3,1,2,2,2,2,2,3,36,0,2,1,"3",2,2,2,4,14,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",12,0,"1","5",1,3000
"209",NA,1,1,2,1,1,2,1,3,"Missing","Missing",1,1,"Missing",0,5,2,1,2,1,1,5,2,1,1,3,33,1,2,1,"6",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,1,"1","4",1,3200
"212",NA,1,1,2,2,1,2,1,4,"7","1",1,1,"1",0,2,3,0,3,6,1,5,2,2,2,3,44,0,1,1,"5",2,2,2,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",19,0,"1","7",1,3500
"213",NA,2,1,2,1,1,2,1,2,"1","1",2,2,"1",0,2,2,0,1,1,1,4,2,2,2,3,40,1,2,2,"3",2,2,2,5,11,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,1,"1","2",1,3700
"214",NA,1,1,1,0,1,2,1,4,"Missing","Missing",1,1,"Missing",0,4,2,1,2,1,2,2,2,2,2,3,35,0,2,1,"3",1,2,2,5,17,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,0,"1","2",1,4000
"215",NA,2,1,2,1,1,1,1,15,"15","1",2,2,"1",0,2,2,0,4,1,3,3,2,2,1,3,38,4,2,3,"3",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,1,"1","2",1,4000
"217",NA,4,1,2,1,1,2,1,7,"4","1",2,2,"1",0,2,2,0,2,1,1,1,2,2,2,3,36,2,2,3,"3",1,2,2,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,5,"1","4",4,4000
"218",NA,1,1,2,4,1,4,1,20,"20","1",3,6,"1",0,2,5,0,7,1,2,2,2,1,2,3,32,1,2,2,"5",2,2,2,1,11,"Missing",1,"2","2","2",2,"2","2",9,4,4,2,"Missing",9,1,"2","4",13,4000
"221",NA,1,1,2,1,1,2,1,2,"1","1",1,1,"1",0,2,2,0,2,1,2,3,2,1,1,3,24,7,2,4,"2",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,3,"1","4",1,4000
"222",NA,1,2,2,2,1,1,2,15,"15","1",1,1,"1",0,2,3,0,6,3,1,2,2,2,2,3,38,1,2,2,"Missing",2,2,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",9,7,"2","5",4,4000
"224",NA,2,1,2,1,1,2,1,6,"2","1",2,2,"1",0,2,2,0,1,1,1,3,2,1,1,2,42,3,2,1,"3",2,1,2,5,18,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,1,"1","2",1,4430
"225",NA,3,1,2,0,1,6,1,15,"20","1",1,1,"1",0,2,2,0,4,1,4,2,2,1,2,3,25,0,2,2,"2",1,2,2,1,7,"Missing",1,"2","1","1",2,"1","1",9,4,4,2,"Missing",3,0,"1","4",1,4500
"226",NA,2,1,1,0,1,1,1,7,"15","1",2,2,"1",0,2,2,0,2,1,2,2,2,1,1,3,26,1,2,1,"2",1,2,2,5,14,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",9,6,"1","4",1,4500
"227",NA,1,1,2,2,1,2,1,16,"20","1",1,1,"1",0,2,3,0,5,3,2,5,2,2,2,3,38,2,1,4,"5",2,2,1,5,16,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",8,3,"2","2",2,5000
"228",NA,1,1,2,0,1,2,1,15,"13","1",1,1,"1",0,2,2,0,1,1,3,1,1,1,1,3,39,5,2,3,"2",1,2,2,5,13,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"2","4",1,5000
"229",NA,2,1,2,4,1,2,1,15,"15","1",2,2,"1",0,2,5,0,3,1,2,2,2,1,1,3,36,2,2,1,"2",1,1,2,5,18,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","4",1,5000
"230",NA,2,1,2,0,1,2,1,2,"2","1",2,2,"1",0,2,1,0,2,1,1,3,2,1,2,3,40,1,2,1,"3",2,2,2,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",19,2,"1","4",1,5000
"232",NA,2,1,2,1,1,6,1,20,"20","2",3,6,"2",0,2,2,0,6,5,1,2,2,2,1,3,35,0,2,2,"Missing",2,2,2,5,15,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","7",1,5000
"233",NA,2,1,2,0,1,1,1,20,"20","1",2,2,"1",0,2,1,0,6,1,3,1,2,2,2,3,44,0,2,1,"6",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"1","7",1,5000
"234",NA,1,1,2,0,1,2,1,14,"3","1",2,2,"1",1,2,2,0,5,1,2,5,2,1,2,3,31,0,2,2,"1",2,2,2,5,10,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,0,"1","2",1,6000
"241",NA,2,1,2,0,1,2,1,16,"20","1",2,2,"1",0,2,2,0,7,1,1,3,2,2,1,3,31,10,2,4,"3",1,1,2,5,19,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",7,6,"1","4",1,7000
"242",NA,1,1,2,0,1,2,1,6,"4","1",2,2,"1",1,2,3,0,2,1,4,5,1,1,2,3,27,2,2,2,"3",2,2,2,1,10,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",4,0,"1","5",3,7000
"245",NA,1,1,2,1,1,2,1,15,"9","1",1,1,"1",0,3,2,0,5,1,1,3,2,2,1,3,34,0,2,1,"6",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,0,"1","4",1,7800
"246",NA,1,1,2,0,1,2,2,13,"16","1",2,2,"1",0,2,2,0,6,1,3,5,2,1,1,3,29,9,2,4,"1",2,2,1,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",11,1,"2","1",13,8000
"247",NA,1,1,2,0,1,2,1,14,"Missing","Missing",1,1,"Missing",0,3,1,0,2,1,3,4,2,2,2,3,42,2,2,1,"1",2,2,2,5,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,1,"1","2",1,8000
"248",NA,3,1,2,1,1,2,1,2,"4","1",2,2,"1",0,2,2,0,4,1,1,2,1,1,1,3,22,3,2,3,"3",1,2,2,5,8,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",14,0,"1","4",1,8000
"250",NA,3,1,2,2,1,2,1,16,"15","1",1,1,"1",0,2,3,0,4,1,4,4,2,2,2,3,34,0,2,1,"3",1,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"1","7",1,8000
"253",NA,1,1,2,0,1,2,1,2,"2","1",1,1,"1",0,2,1,0,2,1,2,2,2,2,2,3,29,0,2,1,"2",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"2","2",1,9000
"255",NA,1,1,1,0,1,6,1,20,"Missing","Missing",1,1,"Missing",0,5,1,1,2,1,4,1,2,1,1,3,23,1,2,1,"2",1,2,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,6,"1","2",1,9000
"256",NA,1,1,2,0,1,2,1,2,"Missing","Missing",1,1,"Missing",0,4,2,1,1,1,1,1,2,1,1,3,39,0,2,1,"3",2,2,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",11,1,"1","4",6,9000
"257",NA,2,1,2,1,1,2,1,20,"20","1",2,2,"1",0,2,2,0,7,1,2,5,2,1,2,3,39,0,2,1,"2",2,1,2,5,20,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",17,0,"1","4",1,9000
"259",NA,2,1,2,3,1,2,1,2,"1","1",2,2,"1",0,2,4,0,1,1,1,5,2,2,2,3,40,1,2,1,"Missing",2,2,1,5,12,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",12,6,"1","4",1,10000
"262",NA,1,1,2,2,1,4,1,20,"15","1",3,6,"1",0,2,4,0,2,3,2,2,2,2,1,3,40,0,2,2,"Missing",2,2,2,5,15,"Missing",2,"1","2","1",2,"2","2",3,4,1,2,"Missing",11,0,"1","5",2,10000
"263",NA,1,1,2,0,1,2,1,15,"20","1",1,1,"1",0,2,1,0,6,1,1,3,2,2,1,3,40,0,2,2,"6",2,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,2,"1","7",1,10000
"264",NA,1,1,2,0,1,2,1,2,"13","1",1,1,"1",0,3,1,0,1,1,1,2,2,1,2,3,37,1,2,3,"3",2,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",12,0,"1","1",1,12000
"265",NA,12,1,2,0,1,2,1,17,"13","1",3,9,"1",0,2,1,0,7,1,2,3,2,1,1,3,39,0,2,1,"5",2,1,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,5,"1","4",1,12000
"266",NA,1,1,2,3,1,2,1,20,"20","1",1,1,"1",0,2,4,0,7,1,4,2,2,2,2,3,33,0,2,1,"4",2,2,2,5,17,"Missing",1,"2","2","1",2,"2","1",9,4,4,2,"Missing",9,0,"1","7",1,12000
"267",NA,1,1,2,1,1,2,1,4,"13","1",1,1,"1",0,2,2,0,2,1,1,3,2,1,1,3,41,0,2,2,"Missing",2,2,2,5,10,"Missing",1,"1","2","2",2,"1","2",6,2,4,2,"Missing",11,2,"1","4",3,14000
"269",NA,1,1,2,0,1,2,1,6,"13","1",1,1,"1",0,2,2,0,6,1,2,3,2,1,2,3,40,0,2,2,"2",1,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",5,0,"2","2",1,14500
"271",NA,2,1,2,2,1,2,1,4,"9","1",2,2,"1",0,2,3,0,5,1,4,2,1,1,2,3,30,1,2,2,"3",1,2,2,5,7,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,0,"2","4",1,15000
"273",NA,2,1,2,1,1,2,1,3,"3","2",2,2,"2",0,2,3,0,1,1,1,5,2,1,1,3,21,5,2,3,"2",1,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",9,4,4,2,"Missing",9,1,"2","7",1,15000
"274",NA,2,1,2,3,1,2,1,7,"15","1",2,2,"1",1,2,4,0,2,1,2,5,2,2,2,2,40,0,2,1,"3",2,2,2,5,18,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","2",1,15600
"275",NA,1,1,2,0,1,2,1,15,"8","1",1,1,"1",1,2,1,0,1,1,1,5,2,2,2,3,43,1,2,2,"2",1,1,2,5,16,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"2","2",1,16000
"276",NA,1,1,2,2,1,2,1,4,"20","1",1,1,"1",0,2,3,0,2,3,2,2,2,2,2,3,37,0,2,1,"4",2,1,1,5,11,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",13,0,"1","5",1,17000
"279",NA,2,1,2,0,1,1,1,2,"2","1",2,2,"1",0,2,1,0,5,1,1,5,2,2,1,3,33,3,2,3,"4",2,2,2,5,18,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,0,"1","4",1,18000
"280",NA,1,1,2,1,1,2,1,2,"Missing","Missing",1,1,"Missing",0,7,2,1,2,1,1,2,2,1,1,3,33,1,2,1,"3",1,2,2,5,11,"Missing",1,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,0,"1","7",2,19000
"281",NA,1,1,2,0,1,5,1,8,"Missing","Missing",1,1,"Missing",0,1,1,1,6,2,1,5,2,2,2,3,48,0,2,1,"Missing",2,2,2,5,19,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,1,"1","4",1,20000
"282",NA,1,1,2,1,1,2,1,2,"15","1",1,1,"1",0,2,2,0,1,1,1,3,2,1,2,3,35,8,2,3,"2",1,2,2,5,14,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",13,5,"1","4",5,20000
"284",NA,1,1,2,2,1,2,1,8,"3","1",1,1,"1",0,2,4,0,2,5,1,5,2,2,2,3,46,3,2,1,"Missing",2,2,2,5,16,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",12,0,"1","5",1,20000
"285",NA,1,1,2,1,1,2,1,20,"20","1",1,1,"1",0,2,2,0,5,1,1,4,2,1,1,3,37,0,2,2,"4",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,9,"1","7",1,20000
"286",NA,1,1,2,2,1,2,1,20,"2","1",3,6,"1",0,2,4,0,3,4,1,4,2,2,2,3,44,0,2,2,"Missing",2,2,2,5,17,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",13,6,"1","7",1,20070
"287",NA,2,1,2,3,1,2,1,6,"Missing","Missing",2,2,"Missing",0,1,5,1,2,2,2,4,2,1,1,3,41,1,2,2,"3",1,2,2,5,19,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",17,0,"1","4",6,22500
"288",NA,1,1,2,0,1,2,1,1,"Missing","Missing",1,1,"Missing",0,1,2,1,2,1,1,3,2,2,2,3,43,0,2,1,"Missing",2,2,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","4",1,26000
"289",NA,1,1,2,1,1,4,1,6,"15","3",1,1,"8",0,2,2,0,5,1,1,5,2,2,2,2,44,2,2,3,"Missing",2,2,2,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,3,"1","4",7,27000
"290",NA,1,1,2,1,1,2,1,1,"Missing","Missing",1,1,"Missing",1,5,2,1,2,1,2,4,2,1,2,3,24,4,2,2,"3",1,2,2,5,10,"Missing",1,"1","2","2",2,"1","2",3,4,1,2,"Missing",10,12,"1","4",5,28000
"291",NA,1,1,2,1,1,1,1,20,"7","1",2,2,"1",0,2,2,0,6,3,1,4,2,2,2,3,35,1,2,2,"6",2,2,2,5,12,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,3,"1","5",3,30000
"292",NA,2,1,2,1,1,2,1,2,"1","1",2,2,"1",0,2,2,0,1,1,1,3,2,2,2,3,44,0,2,1,"5",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","7",1,33508
"293",NA,1,1,2,0,1,4,1,7,"Missing","Missing",1,1,"Missing",0,5,2,1,5,1,2,3,2,2,2,3,37,0,2,2,"5",2,2,2,5,19,"Missing",1,"2","2","1",2,"1","2",4,4,2,2,"Missing",14,3,"1","4",1,35135
"294",NA,4,1,2,0,1,2,1,9,"2","1",2,2,"1",0,2,2,0,1,1,1,5,2,1,1,3,37,3,2,2,"3",2,1,2,5,14,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,2,"1","2",1,50000
"295",NA,2,1,2,1,1,2,1,7,"4","1",2,2,"1",1,2,2,0,1,1,1,5,2,1,2,3,36,0,2,2,"3",2,2,2,5,15,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,NA,"1","3",1,60000
"299",NA,2,1,2,0,1,2,1,4,"1","1",2,2,"1",0,2,2,0,3,1,2,2,2,1,2,3,35,7,2,2,"1",1,2,2,5,16,"Missing",2,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"1","2",1,125000
"300",NA,1,1,1,0,1,2,1,3,"Missing","Missing",1,1,"Missing",0,6,1,1,2,1,2,5,2,1,1,3,43,0,2,1,"4",2,2,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,0,"1","2",1,141000
"301",NA,1,1,2,1,1,2,1,8,"20","1",1,1,"1",0,2,3,0,5,3,1,3,2,2,1,3,34,4,1,3,"Missing",2,2,2,5,11,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",11,1,"2","2",3,160000
"304",NA,2,2,2,2,1,2,1,20,"20","1",2,2,"1",0,2,2,0,4,1,4,2,2,1,2,3,28,2,1,3,"2",1,1,1,5,8,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,0,"1","7",1,2000
"305",NA,2,1,2,0,1,2,1,15,"20","1",2,2,"1",0,2,2,0,7,1,4,1,2,1,2,3,31,3,2,2,"4",2,2,2,5,17,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","7",1,4000
"309",NA,2,1,2,1,1,2,1,3,"8","1",2,2,"1",1,2,2,0,4,1,1,4,2,1,2,2,37,8,2,4,"3",1,2,2,5,4,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,1,"1","4",1,23000
"310",NA,2,1,1,1,1,2,1,20,"13","1",2,2,"1",0,2,2,0,5,3,1,4,2,2,2,3,37,6,1,3,"Missing",2,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,1,"1","2",1,105000
"311",NA,10,1,2,1,1,2,1,2,"2","3",1,1,"6",0,2,3,0,4,1,2,5,2,1,2,3,37,0,2,1,"2",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","4",1,0
"312",NA,10,1,2,1,1,6,1,20,"19","1",3,6,"1",0,2,3,0,4,1,3,2,1,2,2,3,13,0,2,2,"6",2,2,2,5,9,"Missing",1,"1","1","1",2,"2","2",9,4,4,2,"Missing",14,0,"1","7",3,0
"313",NA,9,1,1,0,1,2,1,15,"2","1",3,8,"1",0,2,2,0,3,1,1,3,2,1,2,3,43,3,2,2,"2",1,1,2,5,19,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",19,6,"1","5",1,100
"314",NA,10,1,2,0,1,2,1,20,"7","1",3,6,"1",1,2,1,0,1,2,1,5,2,2,2,3,46,0,2,1,"Missing",2,2,1,5,19,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",15,5,"1","1",1,200
"316",NA,6,1,2,0,1,2,1,7,"4","1",3,5,"1",0,2,2,0,2,1,2,3,2,2,1,3,41,0,2,2,"3",1,2,2,5,15,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",15,5,"1","7",1,300
"317",NA,10,1,2,1,1,4,1,20,"14","1",3,6,"1",0,3,2,0,4,1,2,2,2,2,1,3,28,0,2,2,"Missing",2,2,2,5,7,"Missing",2,"1","2","2",2,"1","2",9,4,4,2,"Missing",13,6,"1","7",2,500
"318",NA,10,2,2,3,1,5,1,20,"20","2",3,6,"2",0,2,4,0,4,4,2,3,2,2,1,3,34,4,2,4,"Missing",2,2,2,5,13,"Missing",1,"2","1","1",2,"2","1",9,4,4,2,"Missing",9,0,"1","4",5,800
"321",NA,10,1,1,0,1,1,1,5,"2","2",3,6,"2",0,2,2,0,4,1,1,3,2,1,1,3,41,0,2,1,"2",1,1,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,10,"1","4",1,1000
"322",NA,10,2,2,3,1,2,1,15,"4","1",3,6,"1",0,3,4,0,4,1,1,4,2,2,2,3,45,0,2,1,"2",1,2,2,5,12,"Missing",1,"1","2","2",2,"1","2",9,4,4,2,"Missing",10,0,"2","4",1,1000
"323",NA,10,1,2,2,1,4,1,16,"16","1",3,6,"1",0,2,4,0,6,1,3,1,1,1,1,1,18,8,2,3,"5",2,2,2,5,7,"Missing",2,"1","2","2",2,"1","2",9,4,4,2,"Missing",12,3,"1","7",2,1500
"324",NA,10,1,1,0,1,1,1,20,"20","1",3,6,"1",0,2,1,0,4,3,1,4,2,2,2,3,35,3,2,3,"6",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,2,"1","5",1,2000
