W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W6NEETAct,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QMAFI,W8DINCW
25064,-1,1,1,2,1,1,2,1,15,13,1,2,2,1,0,1,1,0,0,2,2,0,5,1,3,4,2,2,2,3,33,1,2,1,4,2,2,1,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,5,1,2,394.58
25012,69212,1,1,2,0,1,2,1,6,8,1,1,1,1,0,0,1,1,0,2,2,0,1,1,-1,3,2,2,1,3,43,1,2,2,-91,2,1,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,6,-91,-1,10,1,7,3,1,292.43
25000,-99,3,1,2,-99,1,2,1,-99,9,1,1,1,1,0,1,1,0,0,2,2,0,4,3,2,2,2,1,2,-99,34,3,2,3,4,1,2,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,-1,-1,1,1,1,1,278.15
25000,-1,1,1,2,0,1,2,1,2,15,1,1,1,1,0,0,2,0,0,2,2,0,2,3,1,1,1,1,-92,3,31,0,2,1,3,1,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,-1,0,1,4,1,2,343.12
25000,-92,1,1,2,1,1,2,1,15,7,1,1,1,1,0,0,1,0,0,2,1,0,1,2,-1,5,1,1,1,3,34,3,-1,4,5,2,2,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,2,1,2,288.64
25000,40200,1,1,1,0,1,2,1,4,15,1,1,1,1,0,0,1,0,0,2,1,0,2,1,4,2,2,2,2,1,35,2,2,1,5,2,1,2,1,16,-91,1,2,2,2,2,2,2,9,4,4,2,-91,14,3,-1,0,1,5,10,2,267.51
25000,40600,2,1,2,1,1,2,1,7,2,1,2,2,1,0,1,1,0,0,2,2,0,3,1,3,3,2,2,1,3,16,3,2,4,4,2,2,2,1,4,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,-91,0,0,2,1,1,2,275.19
25000,47000,4,1,2,2,1,6,1,15,15,1,2,2,1,0,1,2,0,0,2,3,0,4,3,2,4,2,2,2,3,35,0,2,2,4,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,18,-91,1,0,1,5,1,1,316.15
25000,-99,1,1,2,-99,1,2,1,-99,2,1,3,6,1,0,2,1,0,0,2,3,0,1,4,1,4,2,2,1,-99,41,0,1,1,-91,2,2,2,5,17,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,1,2,5,1,1,285.73
25000,25000,3,1,1,1,1,2,1,-98,2,1,-98,-98,1,0,0,2,0,0,-98,2,1,4,2,1,3,2,2,1,3,44,3,2,1,3,1,1,1,5,16,-91,2,2,2,2,2,2,2,9,4,4,2,-91,11,-91,1,8,1,4,1,1,267.83
25000,25000,1,1,1,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,1,0,4,2,1,2,1,1,2,1,1,2,1,30,0,2,2,5,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,2,1,1,365.48
25000,-1,1,1,2,-995,1,4,1,8,3,1,1,1,1,0,0,1,0,0,2,1,0,3,7,1,5,2,1,2,-94,34,1,2,2,-91,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,-91,1,0,1,5,1,2,305.87
25000,55000,3,1,2,1,1,2,1,16,12,1,1,1,1,0,1,1,1,0,2,3,0,4,3,2,2,2,2,1,3,38,1,-1,2,-91,2,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,-91,1,1,1,7,1,2,280.59
25000,28718,1,1,2,-995,1,2,1,4,20,1,2,2,1,0,1,2,0,0,2,3,0,2,5,1,5,2,2,2,-94,43,0,2,2,-91,2,2,2,5,14,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,5,1,2,279.93
25000,35000,3,1,2,0,1,2,1,7,2,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,5,2,1,2,3,46,2,2,2,3,1,2,2,5,20,-91,2,1,2,2,2,2,2,9,4,4,2,-91,11,-91,1,1,1,7,1,2,382.61
25000,53560,1,1,2,1,1,2,1,20,9,1,1,1,1,0,1,1,0,0,2,2,0,2,3,1,5,2,2,2,3,41,1,2,1,3,2,2,2,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,18,-91,1,4,1,1,1,3,292.99
24996,48825,2,1,2,1,1,1,1,7,9,1,2,2,1,0,1,2,0,0,3,3,0,1,1,4,1,2,1,2,3,29,-96,-96,-96,1,2,2,2,4,8,-91,1,2,2,1,2,2,2,9,4,4,2,-91,6,-91,-1,0,1,5,3,1,273.08
24992.76,24992.76,1,1,1,0,1,2,1,1,-99,-99,1,1,-99,0,0,1,0,1,5,1,0,2,1,-1,4,2,-1,1,3,26,2,2,2,3,1,2,1,5,16,-91,2,2,2,1,2,1,1,9,4,4,2,-91,12,-91,1,0,1,2,1,2,315.74
24948,42600,1,1,1,0,1,2,1,3,9,1,1,1,1,0,0,1,1,0,2,2,0,2,1,4,-91,2,1,1,3,23,2,1,2,5,1,2,2,5,5,-91,1,1,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,4,2,2,450.41
24935.04,29303.04,1,1,2,1,1,2,1,16,4,1,2,2,1,0,0,2,0,0,2,2,0,3,1,1,5,2,1,2,3,47,0,2,1,2,2,1,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,17,-91,1,1,6,4,1,2,315.6
24915.8,-99,1,1,1,0,1,2,1,3,-99,1,1,1,1,0,0,1,0,0,2,1,0,2,6,2,3,1,2,1,3,37,0,1,1,-97,-97,-97,-97,5,15,-91,2,1,2,1,2,1,2,3,4,1,2,-91,12,-91,1,1,1,4,1,2,303.01
24780,41664,1,1,1,1,1,2,1,6,15,1,1,1,1,0,1,1,0,0,2,2,0,2,1,3,2,2,-1,2,2,36,0,2,2,3,2,2,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,4,1,2,409.92
24752,47756,1,1,2,1,1,2,1,7,8,1,2,2,1,0,0,2,0,0,2,2,0,2,3,2,2,2,2,2,3,33,0,2,1,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,7,1,1,296.56
24700,56700,3,1,2,1,1,2,1,7,15,1,1,1,1,0,1,1,0,0,2,2,0,2,1,4,1,2,1,1,3,30,6,2,3,2,2,1,1,5,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,11,-91,-1,10,4,2,1,2,391.19
24700,24700,1,1,2,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,0,0,1,1,1,2,1,4,5,2,1,2,3,20,0,2,2,2,2,2,2,1,10,-91,1,2,2,1,2,2,2,8,4,3,2,-91,11,-91,-1,12,1,4,13,4,264.55
24700,43966,3,1,2,2,1,2,1,6,9,1,1,1,1,0,1,2,0,0,2,3,0,4,1,2,2,2,2,2,3,36,0,2,1,3,2,2,2,3,16,-91,1,2,2,2,2,2,2,9,4,4,2,-91,16,1,0,0,1,4,2,2,340.7
24700,24700,1,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,0,1,1,0,1,2,1,2,1,1,3,2,2,2,1,36,1,2,1,3,2,2,2,5,13,-91,1,1,2,2,2,2,2,9,4,4,2,-91,12,-91,1,0,1,5,6,2,339.8
24700,-1,3,1,1,2,1,2,1,20,20,1,1,1,1,0,2,1,0,0,2,3,0,4,3,2,3,2,2,2,3,35,0,2,1,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,5,1,2,257.15
24600,24600,1,1,2,0,1,2,1,-98,-98,-98,-98,-98,-98,1,1,1,0,0,-98,3,0,2,7,1,3,2,2,2,3,43,0,2,1,-91,2,2,2,5,17,-91,2,1,2,2,2,1,2,9,4,4,2,-91,13,-91,1,0,1,5,1,1,274.02
24596,29636,1,1,2,0,1,2,1,20,20,1,2,2,1,0,0,1,0,0,2,1,0,5,1,3,4,2,2,1,3,34,5,2,4,6,2,1,2,5,12,-91,1,1,2,1,2,1,2,3,4,1,2,-91,18,-91,1,4,1,7,1,1,385.74
24500,56500,1,1,2,1,1,2,1,1,7,1,1,1,1,0,1,1,0,0,2,2,0,5,1,1,3,2,2,2,3,48,0,2,1,3,2,2,2,5,20,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,21,-91,-1,2,1,5,6,1,387.55
24354.72,28104.96,1,1,1,1,1,5,2,4,13,2,1,1,2,0,1,1,0,0,2,2,0,2,8,2,5,2,1,2,3,35,3,1,3,3,1,2,1,5,16,-91,2,1,2,2,2,1,2,3,4,1,2,-91,11,-91,0,5,1,4,6,5,312.13
24148.8,50148.8,1,1,2,3,1,2,1,20,13,1,1,1,1,0,2,2,0,0,2,4,0,7,1,1,0,1,1,2,3,26,0,-1,1,4,2,2,2,2,16,-91,1,1,2,2,2,2,2,3,4,1,2,-91,11,-91,0,0,1,2,1,2,230.72
24096,66096,2,1,2,0,1,2,1,7,7,1,2,2,1,0,0,1,0,0,2,1,0,1,1,-1,1,1,1,2,3,31,3,2,-1,2,1,2,2,5,12,-91,1,2,2,2,2,1,2,9,4,4,2,-91,9,-91,-1,0,1,2,3,2,406.22
24050,42614,1,1,2,0,1,2,1,3,13,3,1,1,3,0,0,1,1,0,2,2,0,2,1,4,1,2,2,2,3,26,0,2,1,5,2,2,2,3,15,-91,2,2,2,2,2,2,2,9,4,4,2,-91,10,3,-1,-1,1,7,-1,-1,280.03
24050,-1,1,1,2,1,1,2,1,3,16,1,1,1,1,0,1,1,0,0,2,2,0,5,1,2,2,2,1,2,3,38,0,2,1,3,1,2,2,5,19,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,-1,5,1,4,1,2,427.79
24048,37568,1,1,2,1,1,2,1,15,17,1,1,1,1,0,1,1,0,0,2,2,0,7,1,2,5,2,1,1,3,37,0,1,1,3,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,17,-91,-1,1,1,4,1,3,323.32
24000,53000,1,1,2,0,1,2,1,2,4,1,1,1,1,0,0,1,1,0,2,2,0,1,1,2,3,-97,-97,-97,3,-97,0,2,2,2,2,2,2,5,15,-91,2,1,2,2,2,2,2,3,4,1,2,-91,12,-91,-1,0,1,7,1,1,222.56
24000,37650,1,1,1,1,1,4,1,2,2,1,1,1,1,0,1,1,1,0,2,3,0,2,1,1,3,2,2,1,3,39,3,2,3,3,2,1,2,5,14,-91,1,1,2,1,2,1,2,3,4,1,2,-91,10,-91,-1,7,1,4,2,1,393.12
24000,24000,1,1,2,0,1,2,1,5,-98,-98,1,1,-98,0,0,2,0,0,5,2,1,1,1,2,3,2,1,2,3,34,0,2,1,2,1,2,2,1,10,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,-91,-1,0,1,4,1,1,279.77
24000,24000,1,1,2,1,1,2,1,2,-98,-98,1,1,-98,0,0,2,0,0,5,2,1,2,1,1,3,2,1,1,3,38,0,2,2,5,2,1,2,5,9,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,-1,4,1,2,1,1,334.28
24000,54000,1,1,2,0,1,2,1,3,4,1,1,1,1,0,0,1,1,0,2,2,0,2,1,2,5,2,1,2,2,42,0,2,1,3,2,2,2,5,14,-91,2,1,2,1,2,2,2,9,4,4,2,-91,15,-91,-1,0,1,1,1,1,331.96
24000,84000,2,1,2,0,1,2,1,7,7,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,3,2,1,1,3,40,0,2,2,2,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,-1,4,2,2,1,2,414.92
24000,37000,1,1,2,-995,1,2,1,15,2,1,1,1,1,0,0,1,0,0,2,1,0,2,7,1,4,2,1,1,-94,34,1,1,1,-97,-97,-97,-97,5,17,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,16,-91,-1,0,1,4,1,2,294.37
24000,-999,4,1,2,1,1,2,1,2,2,1,2,2,1,0,1,2,0,0,2,3,0,1,7,2,3,2,1,2,3,30,0,1,1,2,1,2,1,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,15,-91,-1,0,1,7,3,2,273.09
24000,50000,1,1,2,0,1,2,1,15,15,1,1,1,1,0,0,1,1,0,2,2,0,1,1,2,3,2,2,2,3,36,0,2,2,3,2,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,-1,2,1,2,1,2,370.31
24000,24000,1,1,2,2,1,2,1,5,3,1,3,6,1,0,2,1,0,0,3,3,0,2,1,2,4,2,-1,2,3,35,2,-1,-1,3,2,2,2,5,13,-91,2,1,2,2,2,2,2,9,4,4,2,-91,13,1,-1,8,1,5,2,2,332.04
24000,45600,1,1,2,0,1,2,1,1,2,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,4,2,1,1,3,23,0,2,2,5,2,1,2,5,11,-91,1,1,2,1,2,1,2,3,4,1,2,-91,11,-91,-1,3,1,7,1,2,400.6
24000,24000,1,1,2,1,1,3,1,4,-98,-98,1,1,-98,0,0,2,0,0,4,2,1,2,1,1,2,2,1,1,2,32,0,2,2,2,1,2,2,5,17,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,16,-91,-1,0,1,7,3,3,353
24000,24000,1,1,2,1,1,2,2,7,-98,-98,1,1,-98,0,1,1,0,0,1,2,1,2,6,2,2,2,1,2,2,31,0,2,1,4,2,2,2,5,9,-91,2,2,2,2,2,2,2,9,4,4,2,-91,14,1,-1,2,1,7,1,4,190.96
24000,43760,1,1,2,1,1,2,1,8,15,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,2,2,2,1,3,28,0,1,1,3,2,1,2,5,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,15,-91,0,0,2,4,1,1,334.92
24000,24000,1,1,2,1,1,5,2,7,-98,-98,1,1,-98,0,1,1,0,0,1,2,1,2,1,3,1,1,2,1,3,33,5,2,3,2,2,1,2,5,11,-91,2,1,2,1,2,1,2,9,4,4,2,-91,13,-91,0,1,1,4,1,1,286.7
24000,24000,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,0,1,0,0,4,1,1,2,1,2,5,2,1,2,3,32,1,2,3,2,1,2,1,5,13,-91,1,1,-1,1,2,1,1,9,4,4,2,-91,9,-91,0,0,1,4,1,1,277.69
24000,29137.6,1,1,2,1,1,2,1,15,4,1,2,2,1,0,1,1,0,0,2,2,0,1,1,2,5,2,2,-1,3,36,2,2,2,3,2,2,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,-91,0,2,2,2,1,1,381.66
24000,-1,1,1,2,2,1,2,1,15,15,2,1,1,2,0,2,1,0,0,2,3,0,1,1,2,3,2,2,2,3,32,1,2,2,4,2,2,2,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,0,0,1,7,1,2,431.76
24000,50400,1,1,1,0,1,2,1,1,2,1,1,1,1,0,0,1,1,0,3,2,0,2,1,1,1,1,1,1,3,22,6,2,3,2,1,2,2,5,11,-91,1,1,2,2,2,2,2,4,4,2,2,-91,13,-91,0,0,1,4,6,2,321.57
24000,-1,1,1,2,0,1,2,1,4,9,1,1,1,1,0,0,1,0,0,2,1,0,1,1,1,2,2,2,2,3,43,0,2,2,5,2,2,2,5,15,-91,1,1,2,1,2,1,2,3,4,1,2,-91,13,-91,0,12,2,4,1,3,417.02
24000,354000,1,1,2,1,1,2,1,20,4,1,1,1,1,0,1,1,0,0,3,2,0,1,1,2,4,2,-92,1,3,44,0,2,2,5,2,2,2,5,15,-91,1,-92,2,1,1,-91,-91,9,4,4,2,-91,6,-91,0,10,1,4,2,3,263.52
24000,49200,1,1,2,0,1,2,1,6,1,1,1,1,1,0,0,1,0,0,2,1,0,2,3,1,3,2,2,2,3,41,1,-1,1,-91,2,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,0,6,1,1,6,3,290.18
24000,27380,1,1,2,0,1,2,1,16,9,1,2,2,1,0,0,1,1,0,2,2,0,5,1,3,4,2,2,2,3,39,0,2,2,3,1,1,2,2,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,-91,0,0,1,4,1,3,330.1
24000,24000,1,1,1,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,1,0,5,2,1,2,1,2,-91,1,1,1,3,35,5,2,3,2,2,2,2,5,7,-91,1,2,1,1,2,2,1,9,4,4,2,-91,14,-91,0,1,1,2,13,3,235.64
24000,54000,1,1,2,0,1,2,1,9,8,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,2,2,1,2,3,39,0,2,1,4,2,2,2,5,13,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,2,1,1,371.2
24000,76000,1,1,2,1,1,1,1,2,2,1,1,1,1,0,1,1,0,0,2,2,0,1,1,1,3,2,2,2,3,41,1,2,1,-91,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,1,1,1,439.48
24000,144000,2,1,2,0,1,2,1,1,1,1,2,2,1,0,0,1,1,1,2,2,0,1,1,1,4,2,1,2,3,31,0,2,1,2,1,2,2,5,11,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,2,1,1,385.66
24000,24000,1,1,2,0,1,2,1,16,-99,-99,1,1,-99,0,0,1,0,0,5,1,0,2,1,3,2,2,1,1,3,30,2,2,2,5,1,1,2,5,7,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,1,2,1,4,1,1,368.95
24000,42000,1,1,2,1,1,2,1,6,2,1,2,2,1,0,0,2,0,0,2,2,0,2,1,1,3,2,2,1,3,45,0,2,1,6,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,5,1,2,341.11
24000,27806.4,1,1,2,0,1,2,1,15,9,1,2,2,1,0,0,1,0,0,2,1,0,5,3,2,3,2,2,1,3,39,1,1,3,3,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,3,1,5,1,2,226.09
24000,42000,1,1,2,0,1,2,1,7,3,1,1,1,1,0,0,1,0,0,2,1,0,3,1,1,5,2,2,1,3,46,1,2,2,6,2,2,2,5,20,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,1,0,1,7,1,2,366.6
24000,44490.6,1,1,2,1,1,1,1,16,15,1,1,1,1,0,1,1,0,0,2,2,0,7,3,1,3,2,2,2,3,35,0,2,2,5,2,2,2,5,17,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,7,-91,1,0,1,2,1,2,269.28
24000,54000,1,1,2,0,1,2,1,1,16,1,1,1,1,0,0,1,0,0,2,1,0,-94,3,1,4,2,1,2,3,35,2,1,3,4,1,2,2,5,16,-91,2,2,2,1,2,2,2,9,4,4,2,-91,11,-91,1,0,1,2,1,2,308.8
24000,-99,1,1,2,1,1,2,1,2,-99,1,1,1,1,0,1,2,0,0,2,3,0,-99,1,2,4,2,1,1,3,44,3,2,1,2,2,2,2,5,16,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,10,-91,1,1,1,4,1,2,347.4
24000,40800,1,1,2,0,1,2,1,2,2,1,1,1,1,0,0,2,0,0,2,2,0,-94,1,2,1,2,2,2,3,27,8,2,1,-97,-97,-97,-97,5,4,-91,2,2,2,2,2,1,2,3,4,1,2,-91,14,-91,1,10,1,3,7,3,366.78
24000,24000,1,1,1,0,1,5,2,2,20,3,1,1,3,0,0,1,0,1,2,1,0,2,8,1,4,2,2,1,3,46,3,2,-1,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,1,1,1,4,1,3,286.69
24000,-92,1,1,2,0,1,2,1,5,19,1,1,1,1,0,0,1,1,0,2,2,0,6,1,1,-91,2,1,1,3,26,7,2,4,2,1,1,2,5,11,-91,1,1,2,2,2,1,2,9,4,4,2,-91,11,-91,1,8,1,4,2,4,259.46
24000,67680,2,1,2,0,1,2,1,3,9,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,2,2,2,2,3,37,7,2,3,5,1,1,2,5,10,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,9,-91,1,0,1,4,6,4,448.45
23920,40820,1,1,2,1,1,4,1,18,9,1,1,1,1,0,1,1,0,0,2,2,0,6,1,2,2,1,1,2,3,40,0,2,1,1,1,2,2,5,17,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,-91,0,0,2,2,1,2,326.27
23909.6,23909.6,1,1,2,1,1,2,1,6,6,3,1,1,6,0,1,1,0,0,2,2,0,2,1,2,4,2,2,1,3,33,7,2,3,-91,2,1,2,5,11,-91,1,1,2,1,2,2,2,9,4,4,2,-91,11,-91,1,6,2,4,1,2,410.1
23857.6,23857.6,1,1,2,1,1,2,1,-98,4,1,-98,-98,1,0,0,2,0,0,-98,2,1,3,1,1,2,2,1,2,3,42,0,2,1,3,2,1,2,5,17,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,2,1,4,1,2,289.87
23850,30850,1,1,2,1,1,2,1,1,20,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,5,2,2,2,3,35,1,2,1,5,2,2,2,4,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,-91,0,1,1,2,1,2,353.83
23805.6,-92,1,1,2,0,1,2,1,2,2,2,1,1,2,0,0,1,0,0,2,1,0,2,1,1,5,2,1,2,1,39,7,2,3,5,2,1,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,-1,4,1,5,1,2,395.48
23760,23760,1,1,1,0,1,6,1,20,-98,-98,1,1,-98,0,0,1,0,0,2,1,1,5,7,1,3,2,2,2,3,35,5,2,4,6,1,2,2,5,17,-91,1,1,2,1,2,1,2,3,4,1,-94,-91,14,-91,-1,1,1,2,1,2,289.96
23731.76,-92,1,1,2,1,1,2,1,20,13,1,2,2,1,0,1,1,2,0,2,4,0,7,8,1,2,2,2,1,2,29,9,2,4,3,2,2,2,5,16,-91,2,1,2,2,2,1,2,4,4,2,2,-91,6,-91,0,1,1,5,1,1,279.03
23520,49728,2,1,2,2,1,2,1,5,9,1,2,2,1,0,2,1,0,0,2,3,0,2,1,2,3,2,1,1,3,40,10,2,4,2,2,1,2,5,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,7,1,2,362.62
23500,48500,1,1,1,0,1,1,1,2,5,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,4,2,1,2,3,40,0,2,1,3,2,2,2,5,18,-91,1,1,2,1,2,2,2,4,4,2,2,-91,8,-91,1,0,1,4,3,2,342.34
23472.8,23472.8,1,1,1,1,1,2,1,15,20,3,1,1,6,0,0,2,0,0,2,2,0,2,1,2,3,1,2,1,2,24,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,18,-91,-1,3,1,4,1,2,312.11
23400,-92,1,1,1,0,1,2,1,4,15,1,1,1,1,0,0,1,0,0,2,1,0,3,1,1,5,-92,1,1,3,48,0,2,1,2,1,2,2,5,17,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,4,1,1,376.25
23400,42764.8,1,1,2,0,1,4,1,7,15,1,1,1,1,0,0,1,0,0,3,1,0,2,1,2,1,2,1,2,3,40,0,2,2,1,2,2,2,5,13,-91,2,1,2,2,2,1,2,9,4,4,2,-91,11,-91,-1,0,1,7,6,1,287.35
23400,23400,1,1,2,1,1,6,1,4,-98,-98,1,1,-98,0,0,2,0,0,4,2,1,2,1,2,5,2,1,1,3,40,10,2,4,2,1,1,1,5,16,-91,1,2,2,1,2,2,2,9,4,4,2,-91,17,-91,-1,11,1,4,1,4,356.92
23400,23400,1,2,1,0,1,2,1,2,-98,-98,1,1,-98,0,0,2,0,0,4,2,1,1,1,2,3,-1,2,2,3,36,0,2,2,-91,2,2,2,5,14,-91,2,1,2,2,2,1,2,9,4,4,2,-91,13,-91,0,1,1,7,1,2,290.7
23400,-999,1,1,2,0,1,2,1,4,7,2,1,1,2,0,0,1,0,0,3,1,0,2,1,2,4,2,1,1,2,29,1,2,2,5,2,1,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,8,1,7,1,2,300.64
23400,-99,1,1,2,0,1,2,1,8,-99,1,1,1,1,0,0,1,0,0,2,1,0,-99,1,1,3,2,1,1,3,41,1,2,2,2,1,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,-91,1,1,1,7,1,2,382.2
23400,23400,1,1,1,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,1,0,4,2,1,2,2,2,2,2,2,1,3,42,2,2,3,5,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,-91,1,1,1,2,1,2,259.02
23400,23400,1,1,2,1,1,1,1,2,-98,-98,1,1,-98,0,1,1,0,0,2,2,1,2,2,1,5,2,1,1,3,35,7,1,4,3,2,2,2,5,12,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,-91,1,0,1,4,2,3,231
23322,35077.64,1,1,2,0,1,4,1,2,16,1,1,1,1,0,0,1,0,0,3,1,0,3,1,1,3,1,1,2,3,40,3,2,2,1,1,1,2,9,7,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,-91,0,-1,1,4,7,2,362.25
23304,49332,1,1,2,1,1,2,1,5,1,1,1,1,1,0,1,1,0,0,3,2,0,2,1,1,4,2,1,-1,3,40,9,2,3,2,1,2,2,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,-1,7,1,4,1,2,383.32
23280.4,44521.36,1,1,1,0,1,2,1,6,6,1,1,1,1,0,0,1,1,0,2,2,0,2,2,3,-91,2,2,1,3,24,1,1,2,6,2,2,2,5,17,-91,1,1,2,1,2,1,1,9,4,4,2,-91,10,-91,0,1,1,2,1,1,264.12
23089,45089,1,1,2,1,1,2,1,15,15,1,1,1,1,0,0,3,0,0,2,3,0,2,1,1,2,2,2,2,3,40,1,2,2,2,2,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,7,1,5,360.36
23011.04,-1,1,1,2,0,1,2,1,15,15,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,0,2,-1,-1,1,31,7,2,1,3,2,2,2,4,8,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,5,1,3,243.08
